title,overview,genre_list,crew_list,cast_list,original_language,comp_list,comb
Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",Action Comedy Science Fiction ,Barry Sonnenfeld,Will Smith Tommy Lee Jones Josh Brolin ,en,AmblinEntertainment MediaMagikEntertainment ImagenationAbuDhabiFZ HemisphereMediaCapital Parkes/MacDonaldProductions ,Action Comedy Science Fiction Will Smith Tommy Lee Jones Josh Brolin Barry Sonnenfelden
The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Action Adventure Fantasy ,Peter Jackson,Martin Freeman Ian McKellen Richard Armitage ,en,WingNutFilms NewLineCinema WarnerBros.Pictures 3Foot7 Metro-Goldwyn-Mayer(MGM) ,Action Adventure Fantasy Martin Freeman Ian McKellen Richard Armitage Peter Jacksonen
The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",Action Adventure Fantasy ,Marc Webb,Andrew Garfield Emma Stone Rhys Ifans ,en,ColumbiaPictures LauraZiskinProductions MarvelEntertainment ,Action Adventure Fantasy Andrew Garfield Emma Stone Rhys Ifans Marc Webben
Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",Action Adventure ,Ridley Scott,Russell Crowe Cate Blanchett Max von Sydow ,en,ImagineEntertainment UniversalPictures ScottFreeProductions RelativityMedia ,Action Adventure Russell Crowe Cate Blanchett Max von Sydow Ridley Scotten
The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",Adventure Fantasy ,Peter Jackson,Martin Freeman Ian McKellen Richard Armitage ,en,WingNutFilms NewLineCinema WarnerBros.Pictures Metro-Goldwyn-Mayer(MGM) ,Adventure Fantasy Martin Freeman Ian McKellen Richard Armitage Peter Jacksonen
The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",Adventure Fantasy ,Chris Weitz,Dakota Blue Richards Nicole Kidman Daniel Craig ,en,NewLineCinema IngeniousFilmPartners DepthofField ScholasticProductions ,Adventure Fantasy Dakota Blue Richards Nicole Kidman Daniel Craig Chris Weitzen
King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",Adventure Drama Action ,Peter Jackson,Naomi Watts Jack Black Adrien Brody ,en,WingNutFilms UniversalPictures BigPrimatePictures MFPVFilm ,Adventure Drama Action Naomi Watts Jack Black Adrien Brody Peter Jacksonen
Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",Drama Romance Thriller ,James Cameron,Kate Winslet Leonardo DiCaprio Frances Fisher ,en,ParamountPictures TwentiethCenturyFoxFilmCorporation LightstormEntertainment ,Drama Romance Thriller Kate Winslet Leonardo DiCaprio Frances Fisher James Cameronen
Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",Adventure Action Science Fiction ,Anthony Russo,Chris Evans Robert Downey Jr. Scarlett Johansson ,en,StudioBabelsberg MarvelStudios WaltDisneyStudiosMotionPictures Vita-RayDutchProductions(III) DeluxeDigitalStudios ,Adventure Action Science Fiction Chris Evans Robert Downey Jr. Scarlett Johansson Anthony Russoen
Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",Thriller Action Adventure Science Fiction ,Peter Berg,Taylor Kitsch Alexander Skarsgård Rihanna ,en,UniversalPictures Hasbro BluegrassFilms Film44 ,Thriller Action Adventure Science Fiction Taylor Kitsch Alexander Skarsgård Rihanna Peter Bergen
Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",Action Adventure Science Fiction Thriller ,Colin Trevorrow,Chris Pratt Bryce Dallas Howard Irrfan Khan ,en,UniversalStudios AmblinEntertainment LegendaryPictures FujiTelevisionNetwork Dentsu ,Action Adventure Science Fiction Thriller Chris Pratt Bryce Dallas Howard Irrfan Khan Colin Trevorrowen
Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",Action Adventure Thriller ,Sam Mendes,Daniel Craig Judi Dench Javier Bardem ,en,ColumbiaPictures ,Action Adventure Thriller Daniel Craig Judi Dench Javier Bardem Sam Mendesen
Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",Action Adventure Fantasy ,Sam Raimi,Tobey Maguire Kirsten Dunst James Franco ,en,ColumbiaPictures LauraZiskinProductions MarvelEnterprises ,Action Adventure Fantasy Tobey Maguire Kirsten Dunst James Franco Sam Raimien
Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Action Adventure Science Fiction ,Shane Black,Robert Downey Jr. Gwyneth Paltrow Don Cheadle ,en,MarvelStudios ,Action Adventure Science Fiction Robert Downey Jr. Gwyneth Paltrow Don Cheadle Shane Blacken
Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",Family Fantasy Adventure ,Tim Burton,Mia Wasikowska Johnny Depp Anne Hathaway ,en,"WaltDisneyPictures TeamTodd TimBurtonProductions RothFilms ZanuckCompany,The ",Family Fantasy Adventure Mia Wasikowska Johnny Depp Anne Hathaway Tim Burtonen
X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Adventure Action Science Fiction Thriller ,Brett Ratner,Hugh Jackman Halle Berry Ian McKellen ,en,IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment MajorStudioPartners BadHatHarryProductions thinkfilm MarvelEnterprises X3CanadaProductions X3USProductions XM3Service ,Adventure Action Science Fiction Thriller Hugh Jackman Halle Berry Ian McKellen Brett Ratneren
Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,Animation Family ,Dan Scanlon,Billy Crystal John Goodman Steve Buscemi ,en,WaltDisneyPictures PixarAnimationStudios ,Animation Family Billy Crystal John Goodman Steve Buscemi Dan Scanlonen
Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Science Fiction Action Adventure ,Michael Bay,Shia LaBeouf Megan Fox Josh Duhamel ,en,ParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes HasbroStudios RevolutionSunStudios ,Science Fiction Action Adventure Shia LaBeouf Megan Fox Josh Duhamel Michael Bayen
Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",Science Fiction Action Adventure ,Michael Bay,Mark Wahlberg Stanley Tucci Kelsey Grammer ,en,ParamountPictures AmblinEntertainment DiBonaventuraPictures PlatinumDunes ChinaMovieChannel HasbroStudios IanBryceProductions RevolutionSunStudios ,Science Fiction Action Adventure Mark Wahlberg Stanley Tucci Kelsey Grammer Michael Bayen
Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",Fantasy Adventure Family ,Sam Raimi,James Franco Mila Kunis Rachel Weisz ,en,WaltDisneyPictures RothFilms ,Fantasy Adventure Family James Franco Mila Kunis Rachel Weisz Sam Raimien
The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",Action Adventure Fantasy ,Marc Webb,Andrew Garfield Emma Stone Jamie Foxx ,en,ColumbiaPictures MarvelEnterprises AviAradProductions MattTolmachProductions ,Action Adventure Fantasy Andrew Garfield Emma Stone Jamie Foxx Marc Webben
TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",Adventure Action Science Fiction ,Joseph Kosinski,Garrett Hedlund Jeff Bridges Olivia Wilde ,en,WaltDisneyPictures LivePlanet PranaStudios SeanBaileyProductions RevolutionSunStudios KontseptFilmCompany ,Adventure Action Science Fiction Garrett Hedlund Jeff Bridges Olivia Wilde Joseph Kosinskien
